movie_id,title,cast,crew,id,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
,Obaida,,,830816.0,0.0,0.0,Released,2019-04-24,0.0,7.0,False,,0.0,https://nwttac.dci-palestine.org/obaida_film,,en,Obaida,"What does it feel like to be led away from your home by a soldier, while blindfolded? What happens when a military occupation looms over an entire childhood?",0.6,,,,,,Arabic,
,Parallel Worlds,,,267666.0,0.0,0.0,Released,2014-09-26,0.0,85.0,False,,0.0,,tt3148362,ru,Параллельные миры,A lyrical serene drama dedicated to love and loneliness,0.6,/3dGOJ9TA0wgQ5Mi2VZROQxef0iE.jpg,,"Drama, Romance",Eurasia Film Production,"Russia, Kazakhstan",Russian,
,Light by Chance,,,830819.0,0.0,0.0,Released,2021-05-21,0.0,2.0,False,,5.0,,,en,Light by Chance,"Experimental short film playing with light and how it appears through reflections, lenses, and distortions",0.6,/rnSdhIg0lQPa5B9BYqyv8zAgCNG.jpg,,Documentary,Dog in a Boat,United Kingdom,No Language,
,a e i o u,,,830820.0,0.0,0.0,Released,2018-06-22,0.0,18.0,False,,0.0,,tt9605516,ja,a e i o u,Momoko Ando's submission as part of the Uta Monogatari Cinema Fighters Project 2018,0.817,,,Drama,"Zero Pictures, LDH Pictures",Japan,Japanese,
,Toy Box Killers,,,830821.0,0.0,0.0,Released,2021-05-17,0.0,0.0,False,,0.0,,tt9405714,en,Toy Box Killers,"Once upon a time, a boy and a girl met. They like torture, pain and screams.",0.6,,,,,,,
,Henrik Freischlader Band: Show No 47,,,267665.0,0.0,0.0,Released,2012-05-01,0.0,188.0,False,,0.0,,,en,Henrik Freischlader Band: Show No 47,"This Live Record was recordet at Arnsberg, Germany on 5/21/2011.  Henrik Freischlader (born November 3, 1982) is a German blues guitarist, singer, songwriter, producer, and autodidactic multi-instrumentalist from Wuppertal, Germany.",0.6,,,Music,,,,
,Handy Girls,,,830992.0,0.0,0.0,Released,2017-10-18,0.0,0.0,True,,0.0,,,en,Handy Girls,These lady really know how to handle their tools! They love getting drilled! Its great having these Handy Girls around!,0.6,/9HNWLWXVXFw4TuJmdeuBrbJeKFk.jpg,,,Penthouse,,English,
,British Teen Girls 8,,,830993.0,0.0,0.0,Released,2008-02-23,0.0,94.0,True,,0.0,,,en,British Teen Girls 8,One of the best things about exploring other countries is that you can find all kinds of differences between the local whores and the ones you're used to at home. These girls from the UK really give every scene they're all!,0.6,/lIkGzEeqHBS2wvib54bRBv1YhEd.jpg,,,Sweet Pictures,,,
,The Rover of Tobruk,,,830994.0,0.0,0.0,Released,2021-04-25,0.0,23.0,False,,0.0,,tt13242978,en,The Rover of Tobruk,"A documentary written by Kane McKay, a returned military serviceman, about Bob Quinn, a recipient of the Military Medal for his heroic actions in World War II in Tobruk, 1941, and also champion player for a number of years at the Port Adelaide Football Club.",0.6,/cY7DgW5LM3sEiDUrXqU7L1Lva5i.jpg,,Documentary,"Arterial Films, Beyond Content",Australia,,short film
,Coming Out In Rural America,,,831190.0,0.0,0.0,Released,1999-01-01,0.0,30.0,False,/4JFpazUumB5tl74b9LRuFG0RyP3.jpg,0.0,,,en,Coming Out In Rural America,"Interviews with teenagers and people in their early 20's who have come out in their small, rural Nebraska hometowns. They have faced prejudice and negative stereotypes as they revealed their sexual orientation to family and friends, and although some of them receive family support, their small town environment poses unique challenges that many urban gays do not face.",0.6,/bepvA2ow0aPeMlc9YfbgqLta1dV.jpg,,Documentary,,,English,
,Mastodon – The Making Of Blood Mountain,,,831177.0,0.0,0.0,Released,2006-09-15,0.0,0.0,False,,0.0,,,en,Mastodon – The Making Of Blood Mountain,"Video documentary of the making of Blood Mountain, the third full-length studio album and major label debut by American heavy metal band Mastodon.",0.6,/1Mo3Dx1EQ1Zfi8YAphNqgvleCVi.jpg,,,,,English,
,Murray and Max Talk About Money,,,831178.0,0.0,0.0,Released,1979-01-01,0.0,14.0,False,,0.0,,,pt,Murray and Max Talk About Money,"A virtuosic study of sync-sound cinema, Cagean organizational strategies, and montage.",0.6,,,,,,,
,Highgate House of Horror,,,831179.0,0.0,0.0,Released,,0.0,25.0,False,,0.0,,tt11366004,en,Highgate House of Horror,"Before they reached success, comedy team The League of Gentlemen made this home made comedy horror; Three horror stories all set in a flat in Highgate.",0.863,,,,,,,
,Creampied!,,,831180.0,0.0,0.0,Released,2021-03-02,0.0,0.0,True,,0.0,,,en,Creampied!,Girls getting every nook filled,0.6,/8aMJj1bsIfosUxFp85OI4VBDD2o.jpg,,,Porn Fidelity,United States of America,,
,Flooding in the Time of Drought,,,267536.0,0.0,0.0,Released,2009-01-01,0.0,184.0,False,,0.0,,tt3397876,id,Banjir Kemarau,"This fusion of documentary and fiction narrative depicts the lives of foreign migrants as an impending water crisis begins to seep into their lives. With water, or the lack of it, becoming the central motif, this two-part feature length film takes us on a journey across 8 interweaved stories and 10 languages, as the protagonists, consisting of non-professional actors, grapple with this hopefully temporary discomfort, amidst their dalliance with human foibles, and their fantasies of everlasting loves and broken romances.",0.6,,,,,,"Italian, Indonesian, Hindi",
,Mastodon - The Making Of Crack The Skye,,,831182.0,0.0,0.0,Released,2009-03-27,0.0,56.0,False,/noYlvjkI4JvH2roU5750gYII2Vy.jpg,0.0,,,en,Mastodon - The Making Of Crack The Skye,Video documentary of the making of Mastodon's Crack the Skye.,0.6,/kHuiVYoLFh2xr7xtInpOWA4E7cn.jpg,,,,,English,
,"Siemens ""S10""",,,831183.0,0.0,0.0,Released,2003-01-01,0.0,8.0,False,,0.0,https://www.shanghartgallery.com/galleryarchive/work.htm?workId=3274,,zh,"西门子 ""S10""","In “S10” (2003), two female office workers wearing uniforms covered in zippers, zip together their arms and various other parts of their bodies. At this point we have entered the realm of a modern-day Shan Hai Jing inhabited by ""exaggerated"" creatures, a realm that is at the same time a metaphorical expression of a new concept of ""subject"" that is in the process of evolving organically from the individual to the other, and to the group. If we are all interconnected, just how far does the territory of the ""individual"" extend?",0.655,/uNRzzJqsZvydUx3xUYgNeI6VEC4.jpg,,,,China,No Language,
,Mastodon - Adult Swim Festival 2020,,,831185.0,0.0,0.0,Released,2020-11-14,0.0,25.0,False,/m2aQ9LAzNMfZyVfT5R8qZGPmoz8.jpg,0.0,,,en,Mastodon - Adult Swim Festival 2020,Mastodon's performance at the Adult Swim Festival 2020.,0.6,/6Pl78H8tJS15IFTz66eXnM9APeJ.jpg,,,,,English,
,Repugnant Mutilation,,,831186.0,0.0,0.0,Released,2018-09-12,0.0,8.0,False,,0.0,,,en,Repugnant Mutilation,"FILMED IN ONE DAY LATE 2017.  ALL GORE & PROPS USED ARE FAKE.  CHEERS TO ALL SICK BANDS OF METAL, GORE AND GRIND FOR THE INFLUENCE!  CHEERS AND STAY FUCKING BRUTAL!",0.636,/jInR1h1eCKEsB9yL0CjLHTRz79.jpg,,Horror,,Canada,,"necrophilia, gore, fetus, splatter"
,Face of the Earth,,,831188.0,0.0,0.0,Released,1975-01-01,0.0,17.0,False,/hqmrssycvF0l4eu21yTHm47ppdF.jpg,0.0,,tt0166605,en,Face of the Earth,"Face of the Earth explores the origin of our planet's outer layer, the why-and-how of its mobility. Through the use of well-designed diagrams, the earth's cyclical activity is clearly explained. Some unusual footage on volcanoes gives added punch to an already absorbing subject.",0.6,/gKemug4JRWbIEhX4jB4XyFq6GNI.jpg,,Documentary,ONF | NFB,,English,"volcano, geology, natural wonder"
,Gay Couples: Nature of a Relationship,,,831189.0,0.0,0.0,Released,1996-10-25,0.0,50.0,False,,0.0,,,en,Gay Couples: Nature of a Relationship,"Dr. Pepper Schwartz documents the lives of one gay and one lesbian couple. She uses a case-study approach that explores their views on handling conflict, work and communication, the influence of their families and friends, and how gender and society influence personal relationships.",0.6,/qmVWexm2kcB3KUuuvn2iQ457zxZ.jpg,,Documentary,,,English,
,Grass,,,831191.0,0.0,0.0,Released,1967-01-01,0.0,3.0,False,,0.0,http://www.sejn.cz/works/movies-videos/the-grass-1967-1970-1993,,en,Grass,"“A very short 8 mm movie, looping into hallucinative effect, which is typical for thinking of author about Awake Dreaming in these time. Digitally modified version.” (Miloš Šejn)",0.6,/6hwyXTlJWR5sELp0oQ5yQMINbAI.jpg,,,,Czech Republic,No Language,
,Indigo Children,,,831175.0,0.0,0.0,Released,2015-08-28,0.0,130.0,False,/1cJU8O4jQPl08Z9ep528LuP3QAF.jpg,0.0,,,ja,藍色少年少女,Children putting on a play called Blue Bird go out in search of a real blue bird.,0.6,/da1j25lhzmBZVuNZksMsSRxvjYX.jpg,,,,Japan,Japanese,
,A Day in the Life of Lakshmi Manchu’s Feet,,,831192.0,0.0,0.0,Released,2013-06-20,0.0,6.0,False,,0.0,,,en,A Day in the Life of Lakshmi Manchu’s Feet,A Day in the Life of Lakshmi Manchu’s Feet,0.61,,,,,India,,
,Echoes,,,831194.0,0.0,0.0,Released,1979-01-01,0.0,5.0,False,,0.0,https://www.sejn.cz/home/post-land-art-and-the-anthropocene,,en,Echoes,“Reflections of sun rays penetrating through the rocks on the water surface in a narrow gap in Plakánek valley of a side stream of Klenice Creek in Bohemian Paradise. The film suggests a hallucination visual effect after staring a long while at a single spot. Echoes is an excerpt from the 30-min. film Rokle.” (Miloš Šejn),0.6,/7bx6xt47oF4WA00Z1Zq2kuDxfHp.jpg,,,,Czech Republic,No Language,
,Wellspring,,,831195.0,0.0,0.0,Released,1979-01-01,0.0,5.0,False,,0.0,https://www.sejn.cz/works/movies-videos/wellspring-1979,,en,Wellspring,"“Super 8 mm full coloured movie with sound, which was recorded directly among grains of sand, stired up under the water surface. Flowing water and sand create an elusive, hallucinogenic sonic image. In some ways, this moving picture is very close to Hans Jenny's research.” (Miloš Šejn)",0.6,/nyfi3uL5UUXeRsb7rfWbyfDYpO7.jpg,,,,Czech Republic,No Language,
,Ravine,,,831196.0,0.0,0.0,Released,1979-01-01,0.0,5.0,False,,0.0,http://www.sejn.cz/works/movies-videos/ravine-1979,,en,Ravine,"“With his camera, Sejn not only made detailed studies of nature or landscape photographs, but he also thematized his movement through the landscape. ‘Ravine’ is the title of a film that Sejn made as a direct recording of his hike through rocks in 1979. He showed the constant change of the dynamic and calm moments of walking and the alternation of light and dark in the rocky landscape.” (Simona Mehnert)",0.6,/ce4lQZUqWvHQJLzg8UiEvuZ8RQS.jpg,,,,Czech Republic,No Language,
,Joe Picard: Man of the Land,,,831197.0,0.0,0.0,Released,2021-05-21,0.0,31.0,False,,0.0,,,en,Joe Picard: Man of the Land,"This film is about the work of Joe Picard caring for the land in the Vermont town, Middlesex, where he was raised. Plowing snow, haying, cutting firewood and more, Joe's knowledge of tending the land throughout the seasons represents an intimacy with nature that, in our contemporary computer age, is fast dying out. His work ethic is informed by his Native American and French Canadian heritage.",0.6,/9KGO35fch5QuZ5UY3Acu8gxRj5g.jpg,,,,,,
,Homeboy Joy Ride,,,831198.0,0.0,0.0,Released,2021-05-18,0.0,0.0,False,,0.0,,,en,Homeboy Joy Ride,"Homeboy Joy Ride is a compelling documentary about transformation and the power of community. Homeboy is the starting point of a joy ride that welcomes people suffering from addiction, isolation, and marginalization.  This community fosters connection, purpose, peer support, and skill building.  Witness how individuals can come together to heal themselves through community and service. Learn how you can support Homeboy!",0.6,/pPCDu2tX00BehLcCtQdiKy8Jij8.jpg,,,,,,
,Penetrating Through the Cave,,,831200.0,0.0,0.0,Released,1979-01-01,0.0,1.0,False,,0.0,,,en,Penetrating Through the Cave,"“Performative record of the multiple relationship between the author's body, environment and the medium used.” (Miloš Šejn)",0.6,/ml9DKCWVFkz0VN2PVGuuZGdpz8l.jpg,,,,Czech Republic,No Language,
,Chhodo Kal Ki Baatein,,,267522.0,0.0,0.0,Released,2012-11-15,0.0,133.0,False,,0.0,,tt2343417,en,Chhodo Kal Ki Baatein,"A workaholic wakes up to find himself stuck in a time warp. What follows is a series of bizarre events, until he meets a mystery man who gives him life-changing lessons.",0.638,/8UCSXo34cal4sdftKqxZsv0RFJU.jpg,,,,India,Hindi,
,Trace Adkins & Travis Tritt,,,831202.0,0.0,0.0,Released,2003-08-08,0.0,54.0,False,,0.0,,tt1502282,en,Trace Adkins & Travis Tritt,"Trace Adkins, a performer with exceptional range, depth and power, who shares a special Soundstage show with Trace is Travis Tritt. Travis has dominated the charts for a decade performing the kind of country music that men identify with and females ""swoon"" over.",0.6,/2lFhG509IAX65e6GQllf7WszU2Z.jpg,,,,,,
,江湖，再见！,,,831203.0,0.0,0.0,Released,,0.0,0.0,False,,0.0,,,zh,江湖，再见！,,0.6,/37BaXeL7wB69QTL6q37SKwBLvfw.jpg,,Documentary,,,,
,SPIES!,,,831205.0,0.0,0.0,Released,2018-04-11,0.0,28.0,False,,0.0,,,es,¡ESPÍAS!,"Just like someone who takes out his dog for a walk everyday, Petriz is condemned to watch and hear every move from a woman inside a house. We don’t know why or for what reason. We’re just there, alongside Petriz, watching and hearing.",0.6,/gylLZronBFLYIQkDXoCKTEXqJT5.jpg,,,La Azotea Cine,Argentina,Spanish,
,The Infinite Ocean: the Philosophy of the Vedas,,,831176.0,0.0,0.0,Released,2004-01-01,0.0,27.0,False,,0.0,,,en,The Infinite Ocean: the Philosophy of the Vedas,The Vedas are a large corpus of texts originating in Ancient India. Philosophies and sects that developed in the Indian subcontinent have taken differing positions on the Vedas.,0.6,/2MqpRqJGPrDZOdhoqefMZNk0D53.jpg,,Documentary,,,English,
,Wayang Golek: Performing Arts of Sunda [West Java],,,831172.0,0.0,0.0,Released,1999-01-01,0.0,42.0,False,/5XxkovxSkfo0eXTp7E7aguGcs2L.jpg,0.0,,,en,Wayang Golek: Performing Arts of Sunda [West Java],"Wayang Golék is the rod-puppet theater of Sunda (West Java), Indonesia, which incorporates a vibrant mixture of storytelling, songs, and instrumental music. This program introduces the Wayang Golék tradition, focusing on puppeteer, musician, and puppet-maker Atik Rasta and his family. The first part of the video features footage from an all-night performance, interwoven with interviews with the artists. The second part examines the music of the accompanying gamelan ensemble.",0.6,/oeOBcxUteOjPXzeSlaEu5KoOURW.jpg,,Documentary,,,English,
,Schlager-Raketen,,,267599.0,0.0,0.0,Released,1960-10-12,0.0,0.0,False,,0.0,,tt0054276,de,Schlager-Raketen,,0.633,/dDmo5ffefRcsBjizmoKcRsHMhOK.jpg,,"Comedy, Music, Romance",,,,
,Shop,,,831145.0,0.0,0.0,Released,2020-03-01,0.0,73.0,False,,0.0,,tt8790670,sv,Shop,"A close-knit drama about the shopping-addicted young mother Linda and her daughter, Mira.",0.6,/wpyhSzhpXisjL5JjuVTKOYGRzBA.jpg,,,,Sweden,Swedish,
,Soror,,,831134.0,0.0,0.0,Released,2021-10-31,0.0,83.0,False,/l6yrdaGK7OqyiuMtljsetkjaTJR.jpg,0.0,,tt14490110,pt,Soror,"In 1946, in Soror city, three different stories intersect amid macabre events. While detectives Thomas and Carlos work in the unsolved cases of the mysterious body found in a tree and Serena Caires disappearance, those three stories get together suggesting the motivations of those respective crimes.",0.6,/wMf4Z1YURW5F2Fwk3ZEgHQgS8qF.jpg,,"Crime, Fantasy, Mystery, Horror, Thriller",Dream House Pictures,Brazil,Portuguese,"witch, detective, sorority, criminal, witchcraft, neo-noir, 1940s, manaos, brazil, brazilian cinema"
,Stuff It in The Hole: Take One for the Team 2,,,831135.0,0.0,0.0,Released,2016-04-01,0.0,75.0,True,,0.0,,,en,Stuff It in The Hole: Take One for the Team 2,"Chi Chi LaRue really takes one for the team in her sequel Stuff it in the Hole: Take One for the Team 2! This movie features jocks and twinks alike, Braxton Smith, Javier Cruz, Nicko Styles, Mickey O’Brien, Juniee Andrews, and Christian Leal. It’s always so nice to boost the morale of your teammates, especially when it’s with a hot blowjob or a hard cock up the ass! You won’t want to miss Take One for the Team 2!",0.6,/pGalS7gbUT7SvLbTConIbuBFHzh.jpg,Bubble-assed straight jock Mickey O'Brien is looking to get his ginger hole stuffed & filled,,"Rascal Video, Channel 1 Releasing",United States of America,English,gay pornography
,Cassandra,,,831136.0,0.0,0.0,Released,2008-04-22,0.0,27.0,False,,0.0,,tt1246582,en,Cassandra,"Euripides' Greek tragedy, ""The Trojan Women"" is played out on the edge of a rocky desolate Mexican border town in this poetic reinterpretation by Director Mauricio Chernovetzky.",0.628,/saPsgoJexItipJjgK1flfcoaqCW.jpg,A god made you mad. A god made you pure. A god sent you to your death.,"Drama, Mystery",Like Fire Productions,,,
,Torpedo: The Musical,,,831137.0,0.0,0.0,Released,,0.0,0.0,False,,0.0,,,pt,Torpedo: The Musical - Cantando Traições,"Recife, in Brazil, is the capital of brega, but it is also the capital of drama. Iconic songs from the band “Torpedo” are part of the soundtrack that accompanies the decision that Blair will have to make: regain Nate or stay with Chuck, her best friend.",0.6,/6CDlkmw7JQMxw2rpogqlHB2lN17.jpg,,Music,,,,
,Evil,,,267555.0,0.0,0.0,Released,2012-04-30,0.0,11.0,False,,0.0,,tt15089228,uk,Зло,"Pregnant Lesia with no perspective for the future lives in expectation of a miracle. Together with her friend Olia she works as saleswoman at the kiosk at night. During the day she sleeps, so she won’t have to listen to her unemployed mother’s reproaches. That’s why she calls herself an owl.  Every night while going to work Lesia thinks that something’s going to happen and her life will change. Every morning the girl goes home depressed because nothing has happened.  Day and night, reality and girl’s nightmares blend. She is destined for the same losses – both in her life and her dreams.",0.6,/jiU0KaE0mDqR3DOxN81z6bRRzbH.jpg,,Drama,,Ukraine,Ukrainian,
,We Do Anything,,,831139.0,0.0,0.0,Released,2018-03-01,0.0,6.0,False,,0.0,,,en,We Do Anything,"Two friends working their way through college accept a job modeling for an art class.  One of them discovers that while he may not be generously endowed, it matters little to the art students.",0.6,,,,Varsity,United States of America,English,
,Off I'll Go!,,,267554.0,0.0,0.0,Released,2011-04-30,0.0,10.0,False,,0.0,,tt15131620,uk,Та поїду!,"To support her husband, son and mother, the heroine moves abroad to work odd jobs. Whenever she returns home, she promises herself not leave anymore. But every time she doesn’t keep her word. Because every family member already has a certain habit: her mother likes to watch TV, her son wants to have stylish clothes and a phone, her husband likes to drink with friends in a garage. None of them is working. She hesitates when gets called about a new job. But watching her family makes the heroine realize: she has no other choice, except for going abroad again.",0.6,,,Drama,,Ukraine,,
,"Dahiet Al Bareed, District of the Post Office",,,831141.0,0.0,0.0,Released,2002-01-01,0.0,7.0,False,,0.0,,,ar,"Dahiet Al Bareed, District of the Post Office","One slow, hot afternoon in a neighbourhood built to be a utopian suburb for employees of the Palestinian Post Office; now becomes a lawless no-man’s-land between occupied East Jerusalem and Ramallah.",0.6,/jygpl2rItVbm5DGjfn4Czd4iElT.jpg,,,Al Ma'mal Foundation,"Palestinian Territory, United Kingdom",No Language,
,Hreash House,,,831142.0,0.0,0.0,Released,2004-01-01,0.0,20.0,False,,0.0,,,xx,Hreash House,One family as an entire community Hreash House shows an extended Palestinian family living a collective existence in a concrete block in Nazareth. It shows a feast and its aftermath during Ramadan.,0.6,/jRno1nWKg6BZ90QtiJ6DVqinmKX.jpg,,,,"Palestinian Territory, United Kingdom",No Language,
,Urbandale,,,267553.0,0.0,0.0,Released,2001-01-01,0.0,7.0,False,,0.0,,,en,Urbandale,"Filmed at Urbandale Plaza in the eastern suburbs of Buffalo N.Y., ""Urbandale"" is a study of America's suburban sprawl stripped to its barest essentials and void of unnecessary contemporary cultural influence. The film, rendered in text, focuses on the repetitive motion of foodstuffs being cooked in the lobby of a discount department store. Says Arcangel, ""I composed Urbandale by creating my own software and using ASCII (text) as the only means of display [...] I have 'frozen' a certain time and aesthetic in computer culture [...] The soundtrack for Urbandale was also composed by myself and recorded with 12 electric guitars"".",0.6,/u7797be4BqvLuasMOVXmdDoP2bI.jpg,,Animation,,United States of America,,
,An Inaugural Ride to Freedom,,,831144.0,0.0,0.0,Released,2009-04-14,0.0,45.0,False,,0.0,,tt1731964,en,An Inaugural Ride to Freedom,"This heartwarming and at times touching documentary chronicles the preparation, experience, and aftermath of the University of Nebraska at Omaha's Black Studies Department, students, and community persons as they embark upon the inauguration of President Barack Obama. A mixture of cinema verity and interview, this documentary provides an eyewitness accounting of the event through emerging primary stories representative of a broad array of cultural and occupational backgrounds. It is the cinematic documentation of the joy, the laughter, and the tears as 55 passengers board a bus and travel over 2,000 miles for an experience of a lifetime.",0.6,/4JAfpASpSGn47VhhSah50Tg7bLE.jpg,Winner of the 2010 Emmy Award for Best Documentary-Cultural.,"Documentary, History",Akintunde Productions,,,
,Groove is in the Heart,,,831146.0,0.0,0.0,Released,2014-11-20,0.0,6.0,False,,0.0,,,en,Groove is in the Heart,A tale of music and memory is unspooled through a schoolgirl's mixtape.,0.767,,,,"Royal Court Theatre, The Guardian",United Kingdom,English,
,Land of Glass,,,267541.0,0.0,0.0,Released,2005-07-09,0.0,68.0,False,/rF23qKHdKnVATAiw17iyX5DrmdB.jpg,0.0,,tt0471927,lt,Stiklo salis,"A woman lives with her seven-year-old daughter and newborn son in an isolated house in the middle of a mournful landscape; it seems as if winter has encased everything in a bluish, glass-like shell. The nervous woman is filled with a sense of dread and fear, which she tries to sate by taking walks in the woods. Her husband doesn't get home till late, the baby is sick, and she worries about his welfare until she is absolutely frantic. Not understanding his wife's problems, her husband suspects her of exaggerating her mental breakdown. He is unwilling to admit that even his daughter's behavior has altered.",0.6,/hK7NaJ9zHuU3yaHrTTGICQCuwp8.jpg,,,,,Lithuanian,woman director
,Your Ma's a Hard Brexit,,,831148.0,0.0,0.0,Released,2017-06-01,0.0,3.0,False,,0.0,,,en,Your Ma's a Hard Brexit,One of a series of Brexit Shorts produced by The Guardian.,0.6,,,,The Guardian,United Kingdom,English,
,Tabla Beat Science: Talamanam Sound Clash,,,831149.0,0.0,0.0,Released,2003-10-07,0.0,0.0,False,,0.0,,tt0498937,en,Tabla Beat Science: Talamanam Sound Clash,"Filmed June 21, 2002 with 12 cameras at the legendary Fillmore in San Francisco, this DVD documents a Tabla Beat Science performance that features founders Zakir Hussain (Tablas) and Bill Laswell (Bass), along with Ustad Sultan Khan (Sarangi and Vocals), Ejigayehu ""Gigi"" Shibabaw (Vocals), Karsh Kale (Drums), DJ Disk (Turntable) and MIDIval PunditZ (Electronics). Directed by Alex Winter.",0.6,/bkc6jw3mSELxoLPIjxsBrxbaioC.jpg,,,,,,
,Discipline,,,267549.0,0.0,0.0,Released,2013-11-29,0.0,92.0,False,,0.0,,tt3831364,ko,수련,"A master of martial arts, who’s homeless and jobless, spends his days alone at a martial arts center. He looks for work, but it’s difficult to find, as he is now in his late 30s. The more he comes to terms with his reality, the more he feels defeated. When his loneliness gets too hard to bear, he thinks back on days he had with his mother when he was younger. Those good times are a trip down memory lane, and through that, he finds peace of mind. But reality is what it is; it doesn't change.",0.6,,,Documentary,,,Korean,
,The Fallbrook Story,,,831152.0,0.0,0.0,Released,1952-01-01,0.0,31.0,False,,0.0,,tt15679716,en,The Fallbrook Story,"“The Fallbrook Story,” is a 20-minute film of Cold War-era uneasiness in which director Frank Capra rails against what he calls the evils of Big Bureaucracy.  In 1951, Capra lived in Fallbrook, California on his 1,000-acre Red Mountain Ranch farm filled with olive groves. The federal government, which had purchased the old Rancho Santa Margarita land in 1941 to build Camp Pendleton, was concerned that ranchers upstream would take or pollute the Santa Margarita River, which ran through Camp Pendleton. Capra’s film documents how Fallbrook residents fought back against the federal government.",0.674,,"""The Fallbrook Story"" (1952) is a short subject film that told the story of a water rights battle between the citizens of the Fallbrook, California area and the federal government.","Documentary, History",,,English,
,Chinese Paper-Cutting: The Art of Good Fortune,,,831154.0,0.0,0.0,Released,2002-01-01,0.0,16.0,False,,0.0,,,en,Chinese Paper-Cutting: The Art of Good Fortune,"Perennially popular in China, paper-cutting is treasured for its ability to transform ordinary paper into intricately patterned, brilliantly colored works of art. This program, filmed in Hubei Province, charts the evolution of Chinese paper-cutting from traditional cutouts representing luck and health to modern visual art as it illustrates the designing, cutting, and coloring processes. Tsuwoo Wi, whose father was the only apprentice of the great Master Wang Lao Shang, is featured, along with Tsuwoo Tsuing, of Central Art College, Beijing.",0.6,,,Documentary,,,,
,Stay Inside: The Mini Musical,,,831156.0,0.0,0.0,Released,2020-12-11,0.0,4.0,False,,0.0,,,en,Stay Inside: The Mini Musical,"From the minds of Kyle Hanagami (director/choreographer) and Toby Marlow & Lucy Moss (writers/composers of SIX on Broadway), comes the romantic comedy musical, Stay Inside.",0.6,/5Jvzq0LKl78DS5ter0kBbLASS6O.jpg,,"Comedy, Music",,,,
,Konigiri-Kun: Boat,,,831157.0,0.0,0.0,Released,2019-01-01,0.0,5.0,False,,0.0,,,ja,Konigiri-Kun: Boat,Our favorite friend the little rice ball and his bento box friends are ready for a new adventure: winning the Tokyo Olympics. A new tasty delight by Mari Miyazawa.,0.6,/lXXxNyRxRPsWvweCXqnxcmCRFaA.jpg,,Animation,,Japan,,
,A Journey on the Waves,,,267546.0,0.0,0.0,Released,2015-06-05,0.0,0.0,False,,168480.0,,,en,A Journey on the Waves,A group of teenagers head out on a boat as part of an expedition uniting teenagers from around the world to be apart of one big project but when disaster strikes it becomes a survival of the fittest amongst the diverse group.,0.6,,"Together they will die, Together they will survive","Adventure, Thriller",,,English,"friendship, boat accident, storm"
,Pilobolus,,,831161.0,0.0,0.0,Released,1997-06-01,0.0,57.0,False,/hGXMCB8wx1gif2O3TB9ffGOWuSs.jpg,0.0,,,en,Pilobolus,"Performances recorded as part of the American Dance Festival, at the Pilobolus Dance Theatre.  Interviewees: Charles Reinhart, Stephanie Reinhart, Alison Chase, Michael Tracy.",0.6,/nXgbQVfzrkyugBwL4x0bBYA781i.jpg,ADFV-24,Documentary,ADF Video,United States of America,English,
,Make a Wish,,,831165.0,0.0,0.0,Released,2020-12-11,0.0,14.0,False,,0.0,,,en,Make a Wish,"High-Schooler Elijah Edwards’ fresh variation on the classic “genie in a bottle” story is remarkably self-assured, filled with charming performances and pleasingly cheesy special effects.",0.6,/uB4KGFvecHwYUP9jOhbtA3GbIro.jpg,,,,,,
,Bütün Anneler Melektir,,,831168.0,0.0,0.0,Released,1971-01-06,0.0,0.0,False,,0.0,,tt0279719,tr,Bütün Anneler Melektir,,0.915,/zKd0rBDDKl1bsnq40KvHCxpQhOu.jpg,,"Drama, Family",,,,
,Minsan Lamang Magmamahal,,,831206.0,0.0,0.0,Released,1997-01-01,0.0,116.0,False,,0.0,,tt0216915,tl,Minsan Lamang Magmamahal,A single mom struggles to raise her son.,1.754,/f4o3yY6jKJgEv0KKXur7COgFv5R.jpg,,"Drama, Romance",Regal Entertainment Inc.,Philippines,Tagalog,
,Skeleton Key 3 Part 2,,,831207.0,0.0,0.0,Released,2017-01-30,0.0,119.0,False,,0.0,,tt6653954,en,Skeleton Key 3 Part 2,"Boobs, Blood, and Music numbers! That's right. Skeleton Key is back for its final installment. Join Howard as he ventures through notes and nipples coming up against monsters and zombies again and again. Joined by Nicopernicus, Arbuckle, Guy, Codo, and Mandy, Howard must fix the world of its monster infestation that have escaped the town borders of Nilbog!",2.314,/rJ7NgtZiWMa1OPAVmcmJNPuFV7j.jpg,"BOOBS, BLOOD, AND MUSIC NUMBERS",Horror,,,,
,米亚与白狮,,,831208.0,0.0,0.0,Released,,0.0,0.0,False,,0.0,,,zh,米亚与白狮,,0.6,,,,,,,
,Panorama du départ de Belfast,,,831255.0,0.0,0.0,Released,1897-06-29,0.0,0.0,False,,0.0,,,fr,Panorama du départ de Belfast,,0.6,/9KOqB944z7JRmbQsvyiCQ5qlvGh.jpg,,Documentary,,,,
